race_id,race_date,horse_id,horse_name,jockey_id,age,sex,distance_m,surface,track_condition,gate_number,carried_weight,horse_weight,weight_change,days_since_last,starts_last_180d,avg_finish_last3,top3_rate_last5,distance_top3_rate,surface_top3_rate,jockey_top3_rate,finish_position
R20210111_0003,2021-01-11,Horse_0615,Horse_0615,Jockey_064,2,牝,1600,芝,良,9,53.1,527.3,,,0.0,,,,,0.0,15
R20210111_0003,2021-01-11,Horse_0667,Horse_0667,Jockey_052,4,牡,1600,芝,良,12,56.0,462.6,,,0.0,,,,,0.0,7
R20210111_0003,2021-01-11,Horse_0203,Horse_0203,Jockey_076,7,牝,1600,芝,良,3,54.2,435.2,,,0.0,,,,,,10
R20210111_0003,2021-01-11,Horse_0446,Horse_0446,Jockey_056,2,牡,1600,芝,良,2,54.8,449.4,,,0.0,,,,,,8
R20210111_0003,2021-01-11,Horse_0397,Horse_0397,Jockey_026,5,牝,1600,芝,良,15,53.4,446.7,,,0.0,,,,,,16
R20210111_0003,2021-01-11,Horse_0685,Horse_0685,Jockey_080,3,せん,1600,芝,良,13,54.5,397.4,,,0.0,,,,,,11
R20210111_0003,2021-01-11,Horse_0493,Horse_0493,Jockey_032,2,牡,1600,芝,良,1,52.7,504.9,,,0.0,,,,,,13
R20210111_0003,2021-01-11,Horse_0501,Horse_0501,Jockey_050,2,牝,1600,芝,良,4,56.1,449.0,,,0.0,,,,,1.0,12
R20210111_0003,2021-01-11,Horse_0269,Horse_0269,Jockey_015,3,牝,1600,芝,良,7,54.2,471.2,,,0.0,,,,,,5
R20210111_0003,2021-01-11,Horse_0773,Horse_0773,Jockey_035,3,牡,1600,芝,良,10,54.9,470.7,,,0.0,,,,,,6
R20210111_0003,2021-01-11,Horse_0232,Horse_0232,Jockey_006,6,牡,1600,芝,良,5,58.6,488.0,,,0.0,,,,,,3
R20210111_0003,2021-01-11,Horse_0231,Horse_0231,Jockey_002,6,牝,1600,芝,良,6,53.9,507.5,,,0.0,,,,,,1
R20210115_0004,2021-01-15,Horse_0016,Horse_0016,Jockey_049,3,牡,1400,芝,稍重,9,55.3,429.6,,,0.0,,,,,,10
R20210115_0004,2021-01-15,Horse_0636,Horse_0636,Jockey_055,7,牝,1400,芝,稍重,5,55.3,511.2,,,0.0,,,,,,9
R20210115_0004,2021-01-15,Horse_0833,Horse_0833,Jockey_061,7,牝,1400,芝,稍重,2,56.4,495.6,,,0.0,,,,,0.0,8
R20210115_0004,2021-01-15,Horse_0491,Horse_0491,Jockey_040,4,せん,1400,芝,稍重,7,55.7,458.7,,,0.0,,,,,,1
R20210115_0004,2021-01-15,Horse_0671,Horse_0671,Jockey_030,5,牡,1400,芝,稍重,8,56.2,483.6,6.4,11.0,1.0,1.0,1.0,1.0,,,5
R20210115_0004,2021-01-15,Horse_0458,Horse_0458,Jockey_036,2,牡,1400,芝,稍重,1,55.8,480.7,,,0.0,,,,,1.0,11
R20210115_0004,2021-01-15,Horse_0591,Horse_0591,Jockey_039,2,牝,1400,芝,稍重,12,54.7,473.1,,,0.0,,,,,0.0,3
R20210115_0004,2021-01-15,Horse_0632,Horse_0632,Jockey_069,4,牝,1400,芝,稍重,6,54.9,460.5,,,0.0,,,,,,2
R20210115_0004,2021-01-15,Horse_0783,Horse_0783,Jockey_079,7,牡,1400,芝,稍重,10,54.5,520.7,,,0.0,,,,,,4
R20210115_0004,2021-01-15,Horse_0218,Horse_0218,Jockey_001,7,牝,1400,芝,稍重,3,55.6,465.8,,,0.0,,,,,0.0,6
R20210115_0004,2021-01-15,Horse_0120,Horse_0120,Jockey_006,3,牝,1400,芝,稍重,11,56.2,444.2,,,0.0,,,,,1.0,12
R20210115_0004,2021-01-15,Horse_0868,Horse_0868,Jockey_021,5,牝,1400,芝,稍重,4,55.8,458.3,,,0.0,,,,,1.0,7
R20210116_0005,2021-01-16,Horse_0256,Horse_0256,Jockey_016,5,牝,2400,ダート,良,2,54.6,506.5,,,0.0,,,,,,1
R20210116_0005,2021-01-16,Horse_0689,Horse_0689,Jockey_030,2,牝,2400,ダート,良,6,54.2,431.3,,,0.0,,,,,0.0,5
R20210116_0005,2021-01-16,Horse_0830,Horse_0830,Jockey_055,3,牝,2400,ダート,良,1,53.3,421.9,,,0.0,,,,,0.0,11
R20210116_0005,2021-01-16,Horse_0729,Horse_0729,Jockey_003,6,せん,2400,ダート,良,7,54.7,473.3,,,0.0,,,,,,3
R20210116_0005,2021-01-16,Horse_0761,Horse_0761,Jockey_072,4,牡,2400,ダート,良,11,54.6,516.8,,,0.0,,,,,1.0,4
R20210116_0005,2021-01-16,Horse_0347,Horse_0347,Jockey_043,4,せん,2400,ダート,良,5,54.9,455.2,,,0.0,,,,,,9
R20210116_0005,2021-01-16,Horse_0055,Horse_0055,Jockey_012,4,せん,2400,ダート,良,10,54.4,487.4,,,0.0,,,,,,6
R20210116_0005,2021-01-16,Horse_0525,Horse_0525,Jockey_080,4,牝,2400,ダート,良,12,53.6,455.1,-15.1,12.0,1.0,5.0,0.0,,0.0,0.0,12
R20210116_0005,2021-01-16,Horse_0599,Horse_0599,Jockey_006,4,牡,2400,ダート,良,3,54.3,465.0,,,0.0,,,,,0.5,7
R20210116_0005,2021-01-16,Horse_0209,Horse_0209,Jockey_042,6,牝,2400,ダート,良,4,51.6,484.3,,,0.0,,,,,,2
R20210116_0005,2021-01-16,Horse_0739,Horse_0739,Jockey_068,7,牡,2400,ダート,良,9,57.3,416.8,,,0.0,,,,,0.0,8
R20210116_0005,2021-01-16,Horse_0138,Horse_0138,Jockey_064,5,牡,2400,ダート,良,8,54.0,473.3,,,0.0,,,,,0.0,10
R20210119_0006,2021-01-19,Horse_0146,Horse_0146,Jockey_078,2,牡,1600,ダート,良,1,52.5,509.6,,,0.0,,,,,,12
R20210119_0006,2021-01-19,Horse_0281,Horse_0281,Jockey_042,2,せん,1600,ダート,良,6,51.7,479.6,,,0.0,,,,,1.0,9
R20210119_0006,2021-01-19,Horse_0061,Horse_0061,Jockey_059,3,牡,1600,ダート,良,10,54.2,459.8,,,0.0,,,,,1.0,5
R20210119_0006,2021-01-19,Horse_0766,Horse_0766,Jockey_061,5,牝,1600,ダート,良,4,53.0,440.1,,,0.0,,,,,0.0,8
R20210119_0006,2021-01-19,Horse_0261,Horse_0261,Jockey_045,3,牝,1600,ダート,良,2,54.9,471.8,,,0.0,,,,,,1
R20210119_0006,2021-01-19,Horse_0210,Horse_0210,Jockey_050,3,牡,1600,ダート,良,8,56.6,440.1,,,0.0,,,,,0.5,2
R20210119_0006,2021-01-19,Horse_0713,Horse_0713,Jockey_022,4,牡,1600,ダート,良,11,54.4,462.9,,,0.0,,,,,,10
R20210119_0006,2021-01-19,Horse_0544,Horse_0544,Jockey_043,7,牝,1600,ダート,良,13,52.9,490.4,,,0.0,,,,,0.0,13
R20210119_0006,2021-01-19,Horse_0894,Horse_0894,Jockey_049,3,牝,1600,ダート,良,9,54.0,492.3,,,0.0,,,,,0.0,3
R20210119_0006,2021-01-19,Horse_0550,Horse_0550,Jockey_075,5,せん,1600,ダート,良,12,52.5,457.9,,,0.0,,,,,,11
R20210119_0006,2021-01-19,Horse_0558,Horse_0558,Jockey_026,6,牡,1600,ダート,良,3,56.4,459.9,,,0.0,,,,,0.0,6
R20210119_0006,2021-01-19,Horse_0646,Horse_0646,Jockey_064,7,せん,1600,ダート,良,7,55.9,403.1,,,0.0,,,,,0.0,7
R20210119_0006,2021-01-19,Horse_0867,Horse_0867,Jockey_015,5,牡,1600,ダート,良,5,54.1,433.5,,,0.0,,,,,0.0,4
R20210120_0007,2021-01-20,Horse_0002,Horse_0002,Jockey_035,6,牝,1600,ダート,良,1,55.8,460.4,,,0.0,,,,,0.0,8
R20210120_0007,2021-01-20,Horse_0637,Horse_0637,Jockey_049,2,牡,1600,ダート,良,12,55.7,483.2,,,0.0,,,,,0.5,14
R20210120_0007,2021-01-20,Horse_0336,Horse_0336,Jockey_067,5,せん,1600,ダート,良,7,52.5,472.6,,,0.0,,,,,,4
R20210120_0007,2021-01-20,Horse_0150,Horse_0150,Jockey_019,2,牝,1600,ダート,良,4,53.2,399.4,,,0.0,,,,,1.0,2
R20210120_0007,2021-01-20,Horse_0385,Horse_0385,Jockey_030,6,せん,1600,ダート,良,5,56.8,488.4,,,0.0,,,,,0.0,11
R20210120_0007,2021-01-20,Horse_0364,Horse_0364,Jockey_069,4,牡,1600,ダート,良,3,55.8,438.3,,,0.0,,,,,1.0,10
R20210120_0007,2021-01-20,Horse_0149,Horse_0149,Jockey_021,4,牡,1600,ダート,良,11,53.2,444.1,,,0.0,,,,,0.5,13
R20210120_0007,2021-01-20,Horse_0802,Horse_0802,Jockey_003,7,牡,1600,ダート,良,2,56.4,520.8,,,0.0,,,,,1.0,7
R20210120_0007,2021-01-20,Horse_0498,Horse_0498,Jockey_031,2,牝,1600,ダート,良,9,51.7,447.9,,,0.0,,,,,0.0,1
R20210120_0007,2021-01-20,Horse_0245,Horse_0245,Jockey_058,3,牡,1600,ダート,良,10,53.8,462.5,,,0.0,,,,,,5
R20210120_0007,2021-01-20,Horse_0890,Horse_0890,Jockey_077,2,牡,1600,ダート,良,13,54.3,494.9,,,0.0,,,,,,12
R20210120_0007,2021-01-20,Horse_0030,Horse_0030,Jockey_074,6,牡,1600,ダート,良,6,55.1,470.3,,,0.0,,,,,0.0,6
R20210120_0007,2021-01-20,Horse_0254,Horse_0254,Jockey_039,6,牝,1600,ダート,良,14,53.1,444.6,,,0.0,,,,,0.5,3
R20210120_0007,2021-01-20,Horse_0596,Horse_0596,Jockey_028,7,牝,1600,ダート,良,8,53.4,474.9,,,0.0,,,,,0.0,9
R20210121_0008,2021-01-21,Horse_0480,Horse_0480,Jockey_052,2,牝,1400,芝,不良,4,54.2,490.1,,,0.0,,,,,0.0,9
R20210121_0008,2021-01-21,Horse_0559,Horse_0559,Jockey_072,2,牝,1400,芝,不良,12,56.4,505.1,,,0.0,,,,,0.5,4
R20210121_0008,2021-01-21,Horse_0161,Horse_0161,Jockey_065,5,牝,1400,芝,不良,10,54.6,425.2,,,0.0,,,,,,1
R20210121_0008,2021-01-21,Horse_0377,Horse_0377,Jockey_020,7,牡,1400,芝,不良,14,54.3,442.3,,,0.0,,,,,,10
R20210121_0008,2021-01-21,Horse_0098,Horse_0098,Jockey_067,2,牝,1400,芝,不良,8,52.7,428.7,,,0.0,,,,,0.0,6
R20210121_0008,2021-01-21,Horse_0181,Horse_0181,Jockey_008,5,牝,1400,芝,不良,1,54.4,458.0,,,0.0,,,,,0.0,13
R20210121_0008,2021-01-21,Horse_0584,Horse_0584,Jockey_025,7,牡,1400,芝,不良,13,56.5,512.3,,,0.0,,,,,0.0,12
R20210121_0008,2021-01-21,Horse_0166,Horse_0166,Jockey_062,3,せん,1400,芝,不良,5,56.6,491.1,,,0.0,,,,,0.0,14
R20210121_0008,2021-01-21,Horse_0665,Horse_0665,Jockey_023,5,牝,1400,芝,不良,2,52.8,516.3,,,0.0,,,,,,8
R20210121_0008,2021-01-21,Horse_0872,Horse_0872,Jockey_056,7,牝,1400,芝,不良,7,52.8,463.9,,,0.0,,,,,0.0,2
R20210121_0008,2021-01-21,Horse_0516,Horse_0516,Jockey_034,4,牡,1400,芝,不良,6,55.5,477.4,,,0.0,,,,,,7
R20210121_0008,2021-01-21,Horse_0625,Horse_0625,Jockey_069,2,牡,1400,芝,不良,9,57.6,495.2,,,0.0,,,,,0.5,3
R20210121_0008,2021-01-21,Horse_0251,Horse_0251,Jockey_006,4,牝,1400,芝,不良,3,54.6,462.4,,,0.0,,,,,0.333,11
R20210121_0008,2021-01-21,Horse_0283,Horse_0283,Jockey_010,7,牝,1400,芝,不良,11,54.5,536.5,,,0.0,,,,,0.0,5
R20210123_0009,2021-01-23,Horse_0474,Horse_0474,Jockey_034,6,牝,2400,芝,稍重,7,54.6,460.9,,,0.0,,,,,0.0,6
R20210123_0009,2021-01-23,Horse_0122,Horse_0122,Jockey_007,2,牝,2400,芝,稍重,11,54.8,483.8,,,0.0,,,,,,13
R20210123_0009,2021-01-23,Horse_0270,Horse_0270,Jockey_071,3,牡,2400,芝,稍重,15,54.5,443.8,,,0.0,,,,,,3
R20210123_0009,2021-01-23,Horse_0001,Horse_0001,Jockey_057,7,牡,2400,芝,稍重,8,56.0,444.1,,,0.0,,,,,,1
R20210123_0009,2021-01-23,Horse_0650,Horse_0650,Jockey_074,5,牡,2400,芝,稍重,13,55.9,419.7,,,0.0,,,,,0.0,4
R20210123_0009,2021-01-23,Horse_0694,Horse_0694,Jockey_027,2,牝,2400,芝,稍重,3,55.6,506.7,,,0.0,,,,,,10
R20210123_0009,2021-01-23,Horse_0820,Horse_0820,Jockey_029,4,牝,2400,芝,稍重,14,52.7,505.9,,,0.0,,,,,,15
R20210123_0009,2021-01-23,Horse_0565,Horse_0565,Jockey_059,3,牝,2400,芝,稍重,5,54.8,472.3,,,0.0,,,,,0.5,7
R20210123_0009,2021-01-23,Horse_0703,Horse_0703,Jockey_046,3,牡,2400,芝,稍重,1,53.4,442.0,,,0.0,,,,,,16
R20210123_0009,2021-01-23,Horse_0330,Horse_0330,Jockey_053,4,牡,2400,芝,稍重,2,54.4,468.1,,,0.0,,,,,,8
R20210123_0009,2021-01-23,Horse_0095,Horse_0095,Jockey_009,7,せん,2400,芝,稍重,12,53.8,497.0,,,0.0,,,,,,12
R20210123_0009,2021-01-23,Horse_0422,Horse_0422,Jockey_013,5,牝,2400,芝,稍重,9,52.7,481.1,,,0.0,,,,,,14
R20210123_0009,2021-01-23,Horse_0586,Horse_0586,Jockey_070,4,牝,2400,芝,稍重,10,54.5,467.9,,,0.0,,,,,,5
R20210123_0009,2021-01-23,Horse_0760,Horse_0760,Jockey_079,7,牝,2400,芝,稍重,16,54.6,487.5,,,0.0,,,,,0.0,11
R20210123_0009,2021-01-23,Horse_0214,Horse_0214,Jockey_072,6,牡,2400,芝,稍重,4,53.5,429.9,,,0.0,,,,,0.333,2
R20210123_0009,2021-01-23,Horse_0718,Horse_0718,Jockey_063,5,牝,2400,芝,稍重,6,54.1,446.6,,,0.0,,,,,0.0,9
R20210126_0010,2021-01-26,Horse_0382,Horse_0382,Jockey_038,7,牡,2000,芝,重,6,55.2,469.7,,,0.0,,,,,,3
R20210126_0010,2021-01-26,Horse_0202,Horse_0202,Jockey_031,5,牝,2000,芝,重,3,52.8,524.2,,,0.0,,,,,0.5,6
R20210126_0010,2021-01-26,Horse_0235,Horse_0235,Jockey_024,4,せん,2000,芝,重,4,53.4,524.0,,,0.0,,,,,0.0,5
R20210126_0010,2021-01-26,Horse_0896,Horse_0896,Jockey_013,6,牝,2000,芝,重,1,53.6,466.4,,,0.0,,,,,0.0,8
R20210126_0010,2021-01-26,Horse_0580,Horse_0580,Jockey_077,5,牝,2000,芝,重,5,54.2,528.6,-16.5,19.0,1.0,3.0,1.0,1.0,1.0,0.0,4
R20210126_0010,2021-01-26,Horse_0487,Horse_0487,Jockey_066,7,牝,2000,芝,重,7,54.5,520.0,,,0.0,,,,,,1
R20210126_0010,2021-01-26,Horse_0774,Horse_0774,Jockey_034,7,牝,2000,芝,重,8,54.9,467.5,,,0.0,,,,,0.0,2
R20210126_0010,2021-01-26,Horse_0339,Horse_0339,Jockey_042,7,牡,2000,芝,重,2,57.7,478.1,,,0.0,,,,,0.5,7
R20210128_0011,2021-01-28,Horse_0779,Horse_0779,Jockey_065,7,牡,1400,ダート,良,7,51.9,476.9,,,0.0,,,,,1.0,3
R20210128_0011,2021-01-28,Horse_0153,Horse_0153,Jockey_019,2,牝,1400,ダート,良,15,53.9,411.0,,,0.0,,,,,1.0,8
R20210128_0011,2021-01-28,Horse_0791,Horse_0791,Jockey_007,4,牡,1400,ダート,良,13,56.3,451.4,,,0.0,,,,,0.0,9
R20210128_0011,2021-01-28,Horse_0464,Horse_0464,Jockey_014,6,せん,1400,ダート,良,3,54.3,447.7,,,0.0,,,,,0.0,11
R20210128_0011,2021-01-28,Horse_0401,Horse_0401,Jockey_037,2,牝,1400,ダート,良,5,52.8,473.7,,,0.0,,,,,0.0,4
R20210128_0011,2021-01-28,Horse_0502,Horse_0502,Jockey_067,5,牝,1400,ダート,良,6,54.8,487.2,,,0.0,,,,,0.0,16
R20210128_0011,2021-01-28,Horse_0656,Horse_0656,Jockey_063,6,牡,1400,ダート,良,9,54.8,485.7,,,0.0,,,,,0.0,13
R20210128_0011,2021-01-28,Horse_0608,Horse_0608,Jockey_047,7,牝,1400,ダート,良,1,53.4,421.4,,,0.0,,,,,,14
R20210128_0011,2021-01-28,Horse_0879,Horse_0879,Jockey_017,7,牡,1400,ダート,良,4,55.1,476.3,,,0.0,,,,,,1
R20210128_0011,2021-01-28,Horse_0777,Horse_0777,Jockey_045,6,牝,1400,ダート,良,11,54.5,466.0,,,0.0,,,,,1.0,10
R20210128_0011,2021-01-28,Horse_0858,Horse_0858,Jockey_080,5,牝,1400,ダート,良,12,54.8,490.3,,,0.0,,,,,0.0,6
R20210128_0011,2021-01-28,Horse_0611,Horse_0611,Jockey_057,3,牡,1400,ダート,良,14,54.3,436.2,,,0.0,,,,,1.0,15
R20210128_0011,2021-01-28,Horse_0531,Horse_0531,Jockey_062,4,牡,1400,ダート,良,8,55.0,498.7,,,0.0,,,,,0.0,12
R20210128_0011,2021-01-28,Horse_0453,Horse_0453,Jockey_048,4,牡,1400,ダート,良,2,56.4,441.2,,,0.0,,,,,1.0,7
R20210128_0011,2021-01-28,Horse_0209,Horse_0209,Jockey_064,6,牝,1400,ダート,良,16,52.0,483.2,-1.1,12.0,1.0,2.0,1.0,,1.0,0.0,2
R20210128_0011,2021-01-28,Horse_0532,Horse_0532,Jockey_013,3,牝,1400,ダート,良,10,56.9,490.2,,,0.0,,,,,0.0,5
R20210130_0012,2021-01-30,Horse_0017,Horse_0017,Jockey_063,6,牝,1800,芝,稍重,10,54.2,478.5,,,0.0,,,,,0.0,6
R20210130_0012,2021-01-30,Horse_0144,Horse_0144,Jockey_047,2,牡,1800,芝,稍重,3,57.1,467.3,,,0.0,,,,,0.0,13
R20210130_0012,2021-01-30,Horse_0044,Horse_0044,Jockey_025,4,牝,1800,芝,稍重,12,55.8,562.2,,,0.0,,,,,0.0,1
R20210130_0012,2021-01-30,Horse_0219,Horse_0219,Jockey_070,3,牡,1800,芝,稍重,8,56.4,463.4,,,0.0,,,,,0.0,7
R20210130_0012,2021-01-30,Horse_0090,Horse_0090,Jockey_057,2,牝,1800,芝,稍重,13,52.1,493.9,,,0.0,,,,,0.5,2
R20210130_0012,2021-01-30,Horse_0104,Horse_0104,Jockey_010,4,牡,1800,芝,稍重,7,54.3,470.9,,,0.0,,,,,0.0,11
R20210130_0012,2021-01-30,Horse_0668,Horse_0668,Jockey_019,6,せん,1800,芝,稍重,5,53.5,479.9,,,0.0,,,,,0.667,3
R20210130_0012,2021-01-30,Horse_0806,Horse_0806,Jockey_053,3,牝,1800,芝,稍重,11,54.7,467.3,,,0.0,,,,,0.0,9
R20210130_0012,2021-01-30,Horse_0441,Horse_0441,Jockey_067,3,牝,1800,芝,稍重,4,55.2,473.4,,,0.0,,,,,0.0,10
R20210130_0012,2021-01-30,Horse_0149,Horse_0149,Jockey_060,4,牡,1800,芝,稍重,2,55.7,446.2,2.1,10.0,1.0,13.0,0.0,,,,4
R20210130_0012,2021-01-30,Horse_0212,Horse_0212,Jockey_030,6,牝,1800,芝,稍重,6,56.6,481.3,,,0.0,,,,,0.0,8
R20210130_0012,2021-01-30,Horse_0132,Horse_0132,Jockey_058,7,牡,1800,芝,稍重,1,55.1,466.0,,,0.0,,,,,0.0,12
R20210130_0012,2021-01-30,Horse_0545,Horse_0545,Jockey_045,5,牡,1800,芝,稍重,9,55.0,478.7,,,0.0,,,,,0.5,5
R20210203_0013,2021-02-03,Horse_0605,Horse_0605,Jockey_012,7,牡,1200,芝,良,2,55.1,493.5,6.5,27.0,1.0,5.0,0.0,,0.0,0.0,6
R20210203_0013,2021-02-03,Horse_0630,Horse_0630,Jockey_078,3,牡,1200,芝,良,5,53.4,433.2,,,0.0,,,,,0.0,4
R20210203_0013,2021-02-03,Horse_0720,Horse_0720,Jockey_037,7,牝,1200,芝,良,9,55.8,430.2,,,0.0,,,,,0.0,3
R20210203_0013,2021-02-03,Horse_0257,Horse_0257,Jockey_066,2,せん,1200,芝,良,10,55.2,460.8,,,0.0,,,,,1.0,9
R20210203_0013,2021-02-03,Horse_0689,Horse_0689,Jockey_048,2,牝,1200,芝,良,6,55.1,419.7,-11.6,18.0,1.0,5.0,0.0,,,0.5,7
R20210203_0013,2021-02-03,Horse_0315,Horse_0315,Jockey_073,2,牡,1200,芝,良,7,59.0,453.9,-1.4,30.0,1.0,13.0,0.0,,,,10
R20210203_0013,2021-02-03,Horse_0868,Horse_0868,Jockey_041,5,牝,1200,芝,良,4,55.0,457.3,-1.0,19.0,1.0,7.0,0.0,,0.0,,8
R20210203_0013,2021-02-03,Horse_0073,Horse_0073,Jockey_040,4,牝,1200,芝,良,3,57.2,508.8,,,0.0,,,,,1.0,5
R20210203_0013,2021-02-03,Horse_0770,Horse_0770,Jockey_056,4,牝,1200,芝,良,1,54.4,495.7,,,0.0,,,,,0.5,2
R20210203_0013,2021-02-03,Horse_0846,Horse_0846,Jockey_058,2,牝,1200,芝,良,8,55.5,444.8,,,0.0,,,,,0.0,1
R20210207_0014,2021-02-07,Horse_0761,Horse_0761,Jockey_049,4,牡,2400,芝,良,5,55.3,509.9,-6.9,22.0,1.0,4.0,0.0,0.0,,0.333,12
R20210207_0014,2021-02-07,Horse_0038,Horse_0038,Jockey_061,5,牡,2400,芝,良,13,54.7,496.6,,,0.0,,,,,0.0,10
R20210207_0014,2021-02-07,Horse_0373,Horse_0373,Jockey_078,5,牡,2400,芝,良,12,52.7,459.7,,,0.0,,,,,0.0,7
R20210207_0014,2021-02-07,Horse_0838,Horse_0838,Jockey_066,5,牡,2400,芝,良,10,53.3,517.8,,,0.0,,,,,0.5,2
R20210207_0014,2021-02-07,Horse_0370,Horse_0370,Jockey_033,7,牝,2400,芝,良,2,52.7,480.8,,,0.0,,,,,,1
R20210207_0014,2021-02-07,Horse_0446,Horse_0446,Jockey_013,2,牡,2400,芝,良,8,55.4,447.9,-1.5,27.0,1.0,8.0,0.0,,0.0,0.0,11
R20210207_0014,2021-02-07,Horse_0479,Horse_0479,Jockey_015,7,牡,2400,芝,良,3,55.4,486.4,,,0.0,,,,,0.0,13
R20210207_0014,2021-02-07,Horse_0418,Horse_0418,Jockey_018,4,牡,2400,芝,良,4,54.1,431.7,,,0.0,,,,,,5
R20210207_0014,2021-02-07,Horse_0660,Horse_0660,Jockey_044,2,牝,2400,芝,良,6,52.8,484.0,,,0.0,,,,,0.0,6
R20210207_0014,2021-02-07,Horse_0719,Horse_0719,Jockey_065,2,牝,2400,芝,良,9,55.7,467.1,,,0.0,,,,,1.0,4
R20210207_0014,2021-02-07,Horse_0148,Horse_0148,Jockey_036,2,牡,2400,芝,良,7,52.9,489.3,,,0.0,,,,,0.5,8
R20210207_0014,2021-02-07,Horse_0037,Horse_0037,Jockey_076,2,牝,2400,芝,良,11,54.0,509.3,,,0.0,,,,,0.0,3
R20210207_0014,2021-02-07,Horse_0136,Horse_0136,Jockey_048,5,牡,2400,芝,良,1,55.0,499.8,,,0.0,,,,,0.333,9
